"instance","clauses","ratio","solver","total_time","iter_0","iter_1","iter_2","iter_3","iter_4","iter_5","iter_6","iter_7","iter_8","iter_9","iter_10","iter_11","iter_12","iter_13","iter_14","iter_15","iter_16","iter_17","iter_18","iter_19"
"iris_bintarget",3,70,"inc",3.37,0.26,0.25,0.02,0.09,0.39,0.12,0.52,0.07,0.69,0.03,0.17,0.03,0.33,0.03,0.02,0.02,0.02,0.02,0.02,0.02
"iris_bintarget",3,80,"inc",10.27,1.36,3.51,1.72,0.13,0.42,0.92,0.24,0.05,0.19,0.04,0.24,0.04,0.24,0.05,0.24,0.05,0.24,0.05,0.24,0.05
"iris_bintarget",3,90,"inc",14.55,1.53,11.93,0.09,0.03,0.1,0.04,0.04,0.03,0.05,0.03,0.05,0.03,0.05,0.03,0.05,0.03,0.05,0.03,0.06,0.03
"parkinsons",2,10,"inc",0.22,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"parkinsons",2,20,"inc",0.71,0.21,0.02,0.01,0.01,0.09,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"parkinsons",2,30,"inc",4.68,1.68,0.23,0.21,0.02,0.39,0.9,0.08,0.03,0.1,0.04,0.11,0.03,0.1,0.06,0.1,0.03,0.1,0.05,0.1,0.03
"parkinsons",2,40,"inc",39.51,4.1,1.54,14.09,2.38,1.55,1.09,0.83,2.57,0.6,0.63,0.72,4.75,0.71,0.44,0.59,0.34,0.59,0.5,0.59,0.43
"parkinsons",2,50,"inc",190.24,19.97,23.75,67.59,1,24.16,8.99,15.49,10.33,1.31,1.14,3.62,1.02,1.44,0.7,1.72,5.21,0.6,0.49,0.67,0.5
"parkinsons",2,60,"inc",4346.01,1294.61,394.53,1470.95,532.74,149.5,187.6,21.92,64.88,21.31,17.35,4.13,108.9,3.4,3.44,2.61,58.68,1.41,1.18,0.74,5.13
"parkinsons",2,70,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"parkinsons",2,80,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
